929.762	2579.000
929.906	2829.000
930.049	2567.000
930.193	2947.000
930.337	2591.000
930.481	2939.000
930.625	2592.000
930.769	2957.000
930.913	2593.000
931.057	2933.000
931.201	2593.000
931.345	3007.000
931.488	2675.000
931.632	2897.000
931.776	2655.000
931.920	3044.000
932.064	2627.000
932.208	3019.000
932.352	2644.000
932.495	3062.000
932.639	2665.000
932.783	2987.000
932.927	2826.000
933.071	3012.000
933.215	2768.000
933.359	3034.000
933.502	2785.000
933.646	3035.000
933.790	2768.000
933.934	3057.000
934.078	2791.000
934.221	3131.000
934.365	2844.000
934.509	3101.000
934.653	2765.000
934.797	3090.000
934.940	2893.000
935.084	3098.000
935.228	2880.000
935.372	3174.000
935.515	2822.000
935.659	3179.000
935.803	2822.000
935.947	3220.000
936.090	2845.000
936.234	3168.000
936.378	2923.000
936.522	3141.000
936.665	2910.000
936.809	3208.000
936.953	2887.000
937.097	3151.000
937.240	2945.000
937.384	3252.000
937.528	2899.000
937.671	3242.000
937.815	2891.000
937.959	3220.000
938.102	2879.000
938.246	3213.000
938.390	2987.000
938.534	3206.000
938.677	2937.000
938.821	3199.000
938.965	2932.000
939.108	3281.000
939.252	2994.000
939.396	3203.000
939.539	2966.000
939.683	3273.000
939.826	2985.000
939.970	3272.000
940.114	3004.000
940.257	3291.000
940.401	2956.000
940.545	3280.000
940.688	3027.000
940.832	3279.000
940.975	3055.000
941.119	3382.000
941.263	3021.000
941.406	3326.000
941.550	3103.000
941.693	3357.000
941.837	3092.000
941.981	3366.000
942.124	3086.000
942.268	3401.000
942.411	3196.000
942.555	3408.000
942.698	3182.000
942.842	3505.000
942.986	3262.000
943.129	3515.000
943.273	3309.000
943.416	3534.000
943.560	3249.000
943.703	3596.000
943.847	3396.000
943.990	3631.000
944.134	3366.000
944.277	3585.000
944.421	3403.000
944.564	3640.000
944.708	3476.000
944.851	3813.000
944.995	3501.000
945.138	3800.000
945.282	3589.000
945.425	3801.000
945.569	3663.000
945.712	3918.000
945.856	3608.000
945.999	3979.000
946.143	3770.000
946.286	3994.000
946.430	3863.000
946.573	4131.000
946.716	3998.000
946.860	4178.000
947.003	4014.000
947.147	4238.000
947.290	4151.000
947.434	4413.000
947.577	4156.000
947.720	4470.000
947.864	4251.000
948.007	4469.000
948.151	4441.000
948.294	4660.000
948.437	4461.000
948.581	4704.000
948.724	4534.000
948.868	4671.000
949.011	4594.000
949.154	4805.000
949.298	4698.000
949.441	4893.000
949.584	4685.000
949.728	4943.000
949.871	4809.000
950.015	4994.000
950.158	4785.000
950.301	4913.000
950.445	4813.000
950.588	5038.000
950.731	4879.000
950.875	5010.000
951.018	4866.000
951.161	5041.000
951.304	4861.000
951.448	4996.000
951.591	4807.000
951.734	4954.000
951.878	4783.000
952.021	4991.000
952.164	4782.000
952.308	4930.000
952.451	4716.000
952.594	4895.000
952.737	4679.000
952.881	4741.000
953.024	4580.000
953.167	4731.000
953.310	4381.000
953.454	4625.000
953.597	4418.000
953.740	4524.000
953.883	4295.000
954.027	4486.000
954.170	4161.000
954.313	4424.000
954.456	4174.000
954.600	4251.000
954.743	4127.000
954.886	4289.000
955.029	3994.000
955.172	4219.000
955.316	3880.000
955.459	4106.000
955.602	3932.000
955.745	4158.000
955.888	3905.000
956.032	4153.000
956.175	3772.000
956.318	3973.000
956.461	3856.000
956.604	4036.000
956.747	3834.000
956.890	4090.000
957.034	3766.000
957.177	3997.000
957.320	3745.000
957.463	4056.000
957.606	3811.000
957.749	4096.000
957.892	3769.000
958.036	4006.000
958.179	3718.000
958.322	4127.000
958.465	3926.000
958.608	4030.000
958.751	3923.000
958.894	4089.000
959.037	3839.000
959.180	4107.000
959.323	3926.000
959.467	4225.000
959.610	3964.000
959.753	4256.000
959.896	4043.000
960.039	4344.000
960.182	4156.000
960.325	4535.000
960.468	4339.000
960.611	4615.000
960.754	4422.000
960.897	4666.000
961.040	4495.000
961.183	4758.000
961.326	4698.000
961.469	4964.000
961.612	4829.000
961.755	5123.000
961.898	4900.000
962.041	5327.000
962.184	5188.000
962.327	5452.000
962.470	5365.000
962.613	5676.000
962.756	5541.000
962.899	5756.000
963.042	5639.000
963.185	5909.000
963.328	5831.000
963.471	5991.000
963.614	5991.000
963.757	6234.000
963.900	6085.000
964.043	6317.000
964.186	6298.000
964.329	6498.000
964.472	6452.000
964.615	6611.000
964.758	6509.000
964.900	6682.000
965.043	6657.000
965.186	6796.000
965.329	6792.000
965.472	6942.000
965.615	6877.000
965.758	6939.000
965.901	6918.000
966.044	7032.000
966.187	6933.000
966.329	7119.000
966.472	7096.000
966.615	7159.000
966.758	7035.000
966.901	7278.000
967.044	7317.000
967.187	7387.000
967.330	7452.000
967.472	7716.000
967.615	7733.000
967.758	7883.000
967.901	7963.000
968.044	8122.000
968.187	8136.000
968.329	8303.000
968.472	8478.000
968.615	8624.000
968.758	8740.000
968.901	8930.000
969.043	9054.000
969.186	9248.000
969.329	9431.000
969.472	9668.000
969.615	9742.000
969.757	9841.000
969.900	10102.000
970.043	10235.000
970.186	10400.000
970.328	10528.000
970.471	10897.000
970.614	11006.000
970.757	11335.000
970.899	11561.000
971.042	12051.000
971.185	12276.000
971.328	12764.000
971.470	12951.000
971.613	13518.000
971.756	13663.000
971.899	14242.000
972.041	14406.000
972.184	14911.000
972.327	15263.000
972.469	15938.000
972.612	16119.000
972.755	17065.000
972.898	17348.000
973.040	18369.000
973.183	18582.000
973.326	19845.000
973.468	19807.000
973.611	20955.000
973.754	21206.000
973.896	22464.000
974.039	22503.000
974.182	23764.000
974.324	23995.000
974.467	25319.000
974.610	25235.000
974.752	26573.000
974.895	26406.000
975.037	27766.000
975.180	27552.000
975.323	28876.000
975.465	28605.000
975.608	30013.000
975.751	29581.000
975.893	31158.000
976.036	30485.000
976.178	31951.000
976.321	31270.000
976.464	32380.000
976.606	31499.000
976.749	32788.000
976.891	31960.000
977.034	32867.000
977.176	31650.000
977.319	32593.000
977.462	31529.000
977.604	32414.000
977.747	31299.000
977.889	32290.000
978.032	30972.000
978.174	31725.000
978.317	30367.000
978.459	30899.000
978.602	29555.000
978.744	29930.000
978.887	28473.000
979.029	28673.000
979.172	27242.000
979.314	27533.000
979.457	26068.000
979.599	26208.000
979.742	25060.000
979.884	24924.000
980.027	23709.000
980.169	23939.000
980.312	22867.000
980.454	23003.000
980.597	21871.000
980.739	21923.000
980.882	20986.000
981.024	21121.000
981.167	20398.000
981.309	20787.000
981.452	20088.000
981.594	20561.000
981.736	19952.000
981.879	20347.000
982.021	19639.000
982.164	19799.000
982.306	19002.000
982.449	19371.000
982.591	18694.000
982.733	19026.000
982.876	18397.000
983.018	18556.000
983.161	18075.000
983.303	18283.000
983.445	17897.000
983.588	18134.000
983.730	17789.000
983.873	17929.000
984.015	17423.000
984.157	17190.000
984.300	16860.000
984.442	16828.000
984.584	16408.000
984.727	16660.000
984.869	16316.000
985.011	16478.000
985.154	16043.000
985.296	16351.000
985.438	16008.000
985.581	16036.000
985.723	15576.000
985.865	15648.000
986.008	15176.000
986.150	15372.000
986.292	14993.000
986.435	15110.000
986.577	14736.000
986.719	14772.000
986.861	14544.000
987.004	14597.000
987.146	14461.000
987.288	14583.000
987.431	14250.000
987.573	14421.000
987.715	13872.000
987.857	13887.000
988.000	13690.000
988.142	13852.000
988.284	13760.000
988.426	13861.000
988.569	13709.000
988.711	13860.000
988.853	13780.000
988.995	13938.000
